1	117062	100.000	252	0	0	1	252	1	252	3.78e-141	500
1	306061	100.000	250	0	0	1	250	1	250	5.90e-140	496
1	300729	99.603	252	1	0	1	252	1	252	2.33e-139	494
1	375933	99.603	252	1	0	1	252	1	252	9.21e-139	492
2	227835	100.000	252	0	0	1	252	1	252	3.78e-141	500
2	324549	99.603	252	1	0	1	252	1	252	9.21e-139	492
2	320094	99.603	252	1	0	1	252	1	252	9.21e-139	492
2	311063	99.206	252	2	0	1	252	1	252	2.24e-136	484
3	121768	100.000	252	0	0	1	252	1	252	3.78e-141	500
3	448692	99.603	252	1	0	1	252	1	252	9.21e-139	492
3	304890	99.603	252	1	0	1	252	1	252	9.21e-139	492
3	281742	99.603	252	1	0	1	252	1	252	9.21e-139	492
4	156630	100.000	252	0	0	1	252	1	252	3.78e-141	500
4	302206	99.603	252	1	0	1	252	1	252	9.21e-139	492
4	257943	99.603	252	1	0	1	252	1	252	9.21e-139	492
4	213556	99.603	252	1	0	1	252	1	252	9.21e-139	492
5	36989	100.000	253	0	0	1	253	1	253	9.60e-142	502
5	59995	99.605	253	1	0	1	253	1	253	2.34e-139	494
5	10152	99.605	253	1	0	1	253	1	253	2.34e-139	494
5	7143	99.605	253	1	0	1	253	1	253	2.34e-139	494
6	117078	100.000	252	0	0	1	252	1	252	3.78e-141	500
6	435625	99.603	252	1	0	1	252	1	252	9.21e-139	492
6	225585	99.603	252	1	0	1	252	1	252	9.21e-139	492
6	133150	99.603	252	1	0	1	252	1	252	9.21e-139	492
7	117084	100.000	252	0	0	1	252	1	252	3.78e-141	500
7	225939	100.000	250	0	0	1	250	1	250	5.90e-140	496
7	311327	99.603	252	1	0	1	252	1	252	9.21e-139	492
7	294048	99.603	252	1	0	1	252	1	252	9.21e-139	492
8	163505	99.605	253	1	0	1	253	1	253	2.34e-139	494
8	302189	99.203	251	2	0	1	251	1	251	8.91e-136	482
8	160700	98.419	253	3	1	1	253	1	252	8.27e-130	462
8	304545	98.431	255	2	2	1	253	1	255	1.29e-128	458
9	302219	99.603	252	1	0	1	252	1	252	9.21e-139	492
9	214725	99.603	252	1	0	1	252	1	252	9.21e-139	492
9	210559	99.206	252	2	0	1	252	1	252	2.24e-136	484
9	153200	99.206	252	2	0	1	252	1	252	2.24e-136	484
10	202619	100.000	252	0	0	1	252	1	252	3.78e-141	500
10	234400	97.222	252	7	0	1	252	1	252	1.93e-124	444
10	173999	97.222	252	7	0	1	252	1	252	1.93e-124	444
10	174570	96.825	252	8	0	1	252	1	252	4.71e-122	436
11	4896	100.000	253	0	0	1	253	1	253	9.60e-142	502
11	356914	100.000	252	0	0	1	252	1	252	3.79e-141	500
11	240073	100.000	252	0	0	1	252	1	252	3.79e-141	500
11	207232	100.000	252	0	0	1	252	1	252	3.79e-141	500
12	131524	100.000	252	0	0	1	252	1	252	3.78e-141	500
12	309559	99.603	252	1	0	1	252	1	252	9.21e-139	492
12	293262	99.603	252	1	0	1	252	1	252	9.21e-139	492
12	281262	99.603	252	1	0	1	252	1	252	9.21e-139	492
13	16538	100.000	253	0	0	1	253	1	253	9.60e-142	502
13	349911	100.000	252	0	0	1	252	1	252	3.79e-141	500
13	361823	99.605	253	1	0	1	253	1	253	2.34e-139	494
13	344151	99.605	253	1	0	1	253	1	253	2.34e-139	494
14	148048	100.000	252	0	0	1	252	1	252	3.78e-141	500
14	295054	99.603	252	1	0	1	252	1	252	9.21e-139	492
14	272659	99.603	252	1	0	1	252	1	252	9.21e-139	492
14	175398	99.603	252	1	0	1	252	1	252	9.21e-139	492
15	249202	100.000	253	0	0	1	253	1	253	9.60e-142	502
15	90966	100.000	253	0	0	1	253	1	253	9.60e-142	502
15	385302	99.605	253	1	0	1	253	1	253	2.34e-139	494
15	232461	99.605	253	1	0	1	253	1	253	2.34e-139	494
16	98242	100.000	253	0	0	1	253	1	253	9.60e-142	502
16	368295	99.605	253	1	0	1	253	1	253	2.34e-139	494
16	360981	99.605	253	1	0	1	253	1	253	2.34e-139	494
16	357002	99.605	253	1	0	1	253	1	253	2.34e-139	494
17	253417	100.000	252	0	0	1	252	1	252	3.78e-141	500
17	363217	100.000	251	0	0	1	251	1	251	1.49e-140	498
17	378622	99.603	252	1	0	1	252	1	252	9.21e-139	492
17	375060	99.603	252	1	0	1	252	1	252	9.21e-139	492
18	124227	100.000	252	0	0	1	252	1	252	3.78e-141	500
18	236286	100.000	250	0	0	1	250	1	250	5.90e-140	496
18	324778	99.603	252	1	0	1	252	1	252	9.21e-139	492
18	292073	99.603	252	1	0	1	252	1	252	9.21e-139	492
19	440943	100.000	252	0	0	1	252	1	252	3.78e-141	500
19	150633	94.841	252	13	0	1	252	1	252	4.06e-110	396
19	428300	94.444	252	14	0	1	252	1	252	9.89e-108	389
19	257626	94.444	252	14	0	1	252	1	252	9.89e-108	389
20	288907	100.000	252	0	0	1	252	1	252	3.78e-141	500
20	363374	99.603	252	1	0	1	252	1	252	9.21e-139	492
20	363213	99.603	252	1	0	1	252	1	252	9.21e-139	492
20	342110	99.603	252	1	0	1	252	1	252	9.21e-139	492
21	287967	100.000	253	0	0	1	253	1	253	9.60e-142	502
21	3238	100.000	253	0	0	1	253	1	253	9.60e-142	502
21	281765	100.000	252	0	0	1	252	1	252	3.79e-141	500
21	308928	100.000	251	0	0	1	251	1	251	1.50e-140	498
22	219745	100.000	253	0	0	1	253	1	253	9.60e-142	502
22	375049	99.605	253	1	0	1	253	1	253	2.34e-139	494
22	360994	99.605	253	1	0	1	253	1	253	2.34e-139	494
22	359910	99.605	253	1	0	1	253	1	253	2.34e-139	494
23	142056	100.000	253	0	0	1	253	1	253	9.60e-142	502
23	254009	99.605	253	1	0	1	253	1	253	2.34e-139	494
23	70104	99.605	253	1	0	1	253	1	253	2.34e-139	494
23	407938	98.814	253	3	0	1	253	1	253	1.39e-134	478
24	206640	100.000	253	0	0	1	253	1	253	9.60e-142	502
24	392535	99.605	253	1	0	1	253	1	253	2.34e-139	494
24	215633	99.209	253	2	0	1	253	1	253	5.71e-137	486
24	332434	98.814	253	3	0	1	253	1	253	1.39e-134	478
25	71501	100.000	253	0	0	1	253	1	253	9.60e-142	502
25	128752	99.605	253	1	0	1	253	1	253	2.34e-139	494
25	317937	99.209	253	2	0	1	253	1	253	5.71e-137	486
25	252861	99.209	253	2	0	1	253	1	253	5.71e-137	486
26	209437	100.000	253	0	0	1	253	1	253	9.60e-142	502
26	245145	99.605	253	1	0	1	253	1	253	2.34e-139	494
26	89653	99.605	253	1	0	1	253	1	253	2.34e-139	494
26	394377	98.419	253	4	0	1	253	1	253	3.39e-132	470
27	234977	100.000	253	0	0	1	253	1	253	9.60e-142	502
27	82690	100.000	253	0	0	1	253	1	253	9.60e-142	502
27	320129	100.000	250	0	0	1	250	1	250	5.92e-140	496
27	421356	99.605	253	1	0	1	253	1	253	2.34e-139	494
28	287079	100.000	253	0	0	1	253	1	253	9.60e-142	502
28	89132	100.000	253	0	0	1	253	1	253	9.60e-142	502
28	445847	99.605	253	1	0	1	253	1	253	2.34e-139	494
28	367805	99.605	253	1	0	1	253	1	253	2.34e-139	494
29	127276	100.000	253	0	0	1	253	1	253	9.60e-142	502
29	260047	99.605	253	1	0	1	253	1	253	2.34e-139	494
29	229331	99.605	253	1	0	1	253	1	253	2.34e-139	494
29	206581	99.605	253	1	0	1	253	1	253	2.34e-139	494
30	264396	100.000	253	0	0	1	253	1	253	9.60e-142	502
30	226874	100.000	250	0	0	1	250	1	250	5.92e-140	496
30	393837	99.605	253	1	0	1	253	1	253	2.34e-139	494
30	213285	99.605	253	1	0	1	253	1	253	2.34e-139	494
31	206640	99.605	253	1	0	1	253	1	253	2.34e-139	494
31	392535	99.209	253	2	0	1	253	1	253	5.71e-137	486
31	332434	98.814	253	3	0	1	253	1	253	1.39e-134	478
31	250761	98.814	253	3	0	1	253	1	253	1.39e-134	478
32	207705	100.000	254	0	0	1	254	1	254	2.44e-142	504
32	359168	99.606	254	1	0	1	254	1	254	5.95e-140	496
32	284118	99.606	254	1	0	1	254	1	254	5.95e-140	496
32	236786	99.606	254	1	0	1	254	1	254	5.95e-140	496
33	207220	100.000	253	0	0	1	253	1	253	9.60e-142	502
33	262322	99.605	253	1	0	1	253	1	253	2.34e-139	494
33	252929	99.605	253	1	0	1	253	1	253	2.34e-139	494
33	229082	99.605	253	1	0	1	253	1	253	2.34e-139	494
34	376809	100.000	253	0	0	1	253	4	256	9.60e-142	502
34	345148	100.000	253	0	0	1	253	1	253	9.60e-142	502
34	331250	100.000	253	0	0	1	253	1	253	9.60e-142	502
34	141298	100.000	253	0	0	1	253	10	262	9.60e-142	502
35	92494	100.000	253	0	0	1	253	1	253	9.60e-142	502
