# ggsearch36 -3 -b 4 -m 8C -T 4 mothur-sop-asv_232.fasta ../data/silva-all.fa
# GGSEARCH 36.3.8g Oct, 2018
# Query: 1 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
1	117062	100.00	252	0	0	1	252	1	252	4.1e-244	79.2
1	300729	100.00	251	1	1	1	252	1	252	1.2e-241	78.9
1	125795	99.60	252	1	0	1	252	1	252	2e-240	78.7
1	122801	99.60	252	1	0	1	252	1	252	2e-240	78.7
# GGSEARCH 36.3.8g Oct, 2018
# Query: 2 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
2	227835	100.00	252	0	0	1	252	1	252	2.9e-107	58.5
2	324549	99.60	252	1	0	1	252	1	252	1.2e-105	58.2
2	320094	99.60	252	1	0	1	252	1	252	1.2e-105	58.2
2	311063	99.21	252	2	0	1	252	1	252	5.2e-104	57.8
# GGSEARCH 36.3.8g Oct, 2018
# Query: 3 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
3	121768	100.00	252	0	0	1	252	1	252	0	724.8
3	121741	99.60	252	1	0	1	252	1	252	0	719.5
3	221633	99.60	252	1	0	1	252	1	252	0	719.5
3	247279	99.60	252	1	0	1	252	1	252	0	719.5
# GGSEARCH 36.3.8g Oct, 2018
# Query: 4 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
4	156630	100.00	252	0	0	1	252	1	252	0	724.8
4	257943	99.60	252	1	0	1	252	1	252	0	719.5
4	302206	99.60	252	1	0	1	252	1	252	0	719.5
4	213556	99.60	252	1	0	1	252	1	252	0	719.5
# GGSEARCH 36.3.8g Oct, 2018
# Query: 5 - 253 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
5	36989	100.00	253	0	0	1	253	1	253	7.9e-15	33.7
5	7143	99.60	253	1	0	1	253	1	253	1.4e-14	33.6
5	10152	99.60	253	1	0	1	253	1	253	1.4e-14	33.6
5	59995	99.60	253	1	0	1	253	1	253	1.4e-14	33.6
# GGSEARCH 36.3.8g Oct, 2018
# Query: 6 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
6	117078	100.00	252	0	0	1	252	1	252	1.5e-126	62.0
6	133150	99.60	252	1	0	1	252	1	252	9.2e-125	61.6
6	131524	99.60	252	1	0	1	252	1	252	9.2e-125	61.6
6	435625	99.60	252	1	0	1	252	1	252	9.2e-125	61.6
# GGSEARCH 36.3.8g Oct, 2018
# Query: 7 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
7	117084	100.00	252	0	0	1	252	1	252	0	424.9
7	225939	99.60	252	1	0	1	252	1	252	0	421.8
7	237675	99.60	252	1	0	1	252	1	252	0	421.8
7	148048	99.60	252	1	0	1	252	1	252	0	421.8
# GGSEARCH 36.3.8g Oct, 2018
# Query: 8 - 253 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
8	163505	99.60	253	1	0	1	253	1	253	0	722.5
8	302189	98.81	253	3	0	1	253	1	253	0	711.9
8	160700	98.81	252	3	1	1	253	1	252	0	699.6
8	304545	99.21	253	2	2	1	253	1	255	0	698.5
# GGSEARCH 36.3.8g Oct, 2018
# Query: 9 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
9	302219	99.60	252	1	0	1	252	1	252	3.3e-40	42.9
9	214725	99.60	252	1	0	1	252	1	252	3.3e-40	42.9
9	153200	99.21	252	2	0	1	252	1	252	1.3e-39	42.7
9	210559	99.21	252	2	0	1	252	1	252	1.3e-39	42.7
# GGSEARCH 36.3.8g Oct, 2018
# Query: 10 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
10	202619	100.00	252	0	0	1	252	1	252	0	90.0
10	234400	97.22	252	7	0	1	252	1	252	4.5e-303	86.2
10	173999	97.22	252	7	0	1	252	1	252	4.5e-303	86.2
10	122803	96.83	252	8	0	1	252	1	252	2.9e-298	85.7
# GGSEARCH 36.3.8g Oct, 2018
# Query: 11 - 253 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
11	4896	100.00	253	0	0	1	253	1	253	0	727.7
11	129582	100.00	252	1	1	1	253	1	253	0	724.2
11	226110	99.60	253	1	0	1	253	1	253	0	722.5
11	286339	99.60	253	1	0	1	253	1	253	0	722.5
# GGSEARCH 36.3.8g Oct, 2018
# Query: 12 - 252 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
12	131524	100.00	252	0	0	1	252	1	252	8.5e-119	60.6
12	182695	99.60	252	1	0	1	252	1	252	4.8e-117	60.3
12	293262	99.60	252	1	0	1	252	1	252	4.8e-117	60.3
12	207227	99.60	252	1	0	1	252	1	252	4.8e-117	60.3
# GGSEARCH 36.3.8g Oct, 2018
# Query: 13 - 253 nt
# Database: ../data/silva-all.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
13	16538	100.00	253	0	0	1	253	1	253	0	113.3
13	153673	99.60	253	1	0	1	253	1	253	0	112.5
13	327997	99.60	253	1	0	1	253	1	253	0	112.5
